"STATISTIC","Statistic","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"E2001","Population at Each Census 1841 to 2016","1979","1979","18","Waterford","2","Female","Number","43322"
"E2001","Population at Each Census 1841 to 2016","1979","1979","19","Galway","-","Both sexes","Number","167838"
"E2001","Population at Each Census 1841 to 2016","1979","1979","19","Galway","1","Male","Number","86528"
"E2001","Population at Each Census 1841 to 2016","1979","1979","19","Galway","2","Female","Number","81310"
"E2001","Population at Each Census 1841 to 2016","1979","1979","20","Leitrim","-","Both sexes","Number","27844"
"E2001","Population at Each Census 1841 to 2016","1979","1979","20","Leitrim","1","Male","Number","14878"
"E2001","Population at Each Census 1841 to 2016","1979","1979","20","Leitrim","2","Female","Number","12966"
"E2001","Population at Each Census 1841 to 2016","1979","1979","21","Mayo","-","Both sexes","Number","114019"
"E2001","Population at Each Census 1841 to 2016","1979","1979","21","Mayo","1","Male","Number","58489"
"E2001","Population at Each Census 1841 to 2016","1979","1979","21","Mayo","2","Female","Number","55530"
"E2001","Population at Each Census 1841 to 2016","1979","1979","22","Roscommon","-","Both sexes","Number","54189"
"E2001","Population at Each Census 1841 to 2016","1979","1979","22","Roscommon","1","Male","Number","28475"
"E2001","Population at Each Census 1841 to 2016","1979","1979","22","Roscommon","2","Female","Number","25714"
"E2001","Population at Each Census 1841 to 2016","1979","1979","23","Sligo","-","Both sexes","Number","54610"
"E2001","Population at Each Census 1841 to 2016","1979","1979","23","Sligo","1","Male","Number","27806"
"E2001","Population at Each Census 1841 to 2016","1979","1979","23","Sligo","2","Female","Number","26804"
"E2001","Population at Each Census 1841 to 2016","1979","1979","24","Cavan","-","Both sexes","Number","53720"
"E2001","Population at Each Census 1841 to 2016","1979","1979","24","Cavan","1","Male","Number","28302"
"E2001","Population at Each Census 1841 to 2016","1979","1979","24","Cavan","2","Female","Number","25418"
"E2001","Population at Each Census 1841 to 2016","1979","1979","25","Donegal","-","Both sexes","Number","121941"
"E2001","Population at Each Census 1841 to 2016","1979","1979","25","Donegal","1","Male","Number","62629"
"E2001","Population at Each Census 1841 to 2016","1979","1979","25","Donegal","2","Female","Number","59312"
"E2001","Population at Each Census 1841 to 2016","1979","1979","26","Monaghan","-","Both sexes","Number","50376"
"E2001","Population at Each Census 1841 to 2016","1979","1979","26","Monaghan","1","Male","Number","26245"
"E2001","Population at Each Census 1841 to 2016","1979","1979","26","Monaghan","2","Female","Number","24131"
"E2001","Population at Each Census 1841 to 2016","1981","1981","-","State","-","Both sexes","Number","3443405"
"E2001","Population at Each Census 1841 to 2016","1981","1981","-","State","1","Male","Number","1729354"
"E2001","Population at Each Census 1841 to 2016","1981","1981","-","State","2","Female","Number","1714051"
"E2001","Population at Each Census 1841 to 2016","1981","1981","01","Carlow","-","Both sexes","Number","39820"
"E2001","Population at Each Census 1841 to 2016","1981","1981","01","Carlow","1","Male","Number","20195"
"E2001","Population at Each Census 1841 to 2016","1981","1981","01","Carlow","2","Female","Number","19625"
"E2001","Population at Each Census 1841 to 2016","1981","1981","02","Dublin","-","Both sexes","Number","1003164"
"E2001","Population at Each Census 1841 to 2016","1981","1981","02","Dublin","1","Male","Number","482342"
"E2001","Population at Each Census 1841 to 2016","1981","1981","02","Dublin","2","Female","Number","520822"
"E2001","Population at Each Census 1841 to 2016","1981","1981","03","Kildare","-","Both sexes","Number","104122"
"E2001","Population at Each Census 1841 to 2016","1981","1981","03","Kildare","1","Male","Number","53967"
"E2001","Population at Each Census 1841 to 2016","1981","1981","03","Kildare","2","Female","Number","50155"
"E2001","Population at Each Census 1841 to 2016","1981","1981","04","Kilkenny","-","Both sexes","Number","70806"
"E2001","Population at Each Census 1841 to 2016","1981","1981","04","Kilkenny","1","Male","Number","36395"
"E2001","Population at Each Census 1841 to 2016","1981","1981","04","Kilkenny","2","Female","Number","34411"
"E2001","Population at Each Census 1841 to 2016","1981","1981","05","Laois","-","Both sexes","Number","51171"
"E2001","Population at Each Census 1841 to 2016","1981","1981","05","Laois","1","Male","Number","26774"
"E2001","Population at Each Census 1841 to 2016","1981","1981","05","Laois","2","Female","Number","24397"
"E2001","Population at Each Census 1841 to 2016","1981","1981","06","Longford","-","Both sexes","Number","31140"
"E2001","Population at Each Census 1841 to 2016","1981","1981","06","Longford","1","Male","Number","16234"
"E2001","Population at Each Census 1841 to 2016","1981","1981","06","Longford","2","Female","Number","14906"
"E2001","Population at Each Census 1841 to 2016","1981","1981","07","Louth","-","Both sexes","Number","88514"
"E2001","Population at Each Census 1841 to 2016","1981","1981","07","Louth","1","Male","Number","44125"
"E2001","Population at Each Census 1841 to 2016","1981","1981","07","Louth","2","Female","Number","44389"
"E2001","Population at Each Census 1841 to 2016","1981","1981","08","Meath","-","Both sexes","Number","95419"
"E2001","Population at Each Census 1841 to 2016","1981","1981","08","Meath","1","Male","Number","48957"
"E2001","Population at Each Census 1841 to 2016","1981","1981","08","Meath","2","Female","Number","46462"
"E2001","Population at Each Census 1841 to 2016","1981","1981","09","Offaly","-","Both sexes","Number","58312"
"E2001","Population at Each Census 1841 to 2016","1981","1981","09","Offaly","1","Male","Number","30290"
"E2001","Population at Each Census 1841 to 2016","1981","1981","09","Offaly","2","Female","Number","28022"
"E2001","Population at Each Census 1841 to 2016","1981","1981","10","Westmeath","-","Both sexes","Number","61523"
"E2001","Population at Each Census 1841 to 2016","1981","1981","10","Westmeath","1","Male","Number","31388"
"E2001","Population at Each Census 1841 to 2016","1981","1981","10","Westmeath","2","Female","Number","30135"
"E2001","Population at Each Census 1841 to 2016","1981","1981","11","Wexford","-","Both sexes","Number","99081"
"E2001","Population at Each Census 1841 to 2016","1981","1981","11","Wexford","1","Male","Number","50336"
"E2001","Population at Each Census 1841 to 2016","1981","1981","11","Wexford","2","Female","Number","48745"
"E2001","Population at Each Census 1841 to 2016","1981","1981","12","Wicklow","-","Both sexes","Number","87449"
"E2001","Population at Each Census 1841 to 2016","1981","1981","12","Wicklow","1","Male","Number","43663"
"E2001","Population at Each Census 1841 to 2016","1981","1981","12","Wicklow","2","Female","Number","43786"
"E2001","Population at Each Census 1841 to 2016","1981","1981","13","Clare","-","Both sexes","Number","87567"
"E2001","Population at Each Census 1841 to 2016","1981","1981","13","Clare","1","Male","Number","45366"
"E2001","Population at Each Census 1841 to 2016","1981","1981","13","Clare","2","Female","Number","42201"
"E2001","Population at Each Census 1841 to 2016","1981","1981","14","Cork","-","Both sexes","Number","402465"
"E2001","Population at Each Census 1841 to 2016","1981","1981","14","Cork","1","Male","Number","202388"
"E2001","Population at Each Census 1841 to 2016","1981","1981","14","Cork","2","Female","Number","200077"
"E2001","Population at Each Census 1841 to 2016","1981","1981","15","Kerry","-","Both sexes","Number","122770"
"E2001","Population at Each Census 1841 to 2016","1981","1981","15","Kerry","1","Male","Number","63492"
"E2001","Population at Each Census 1841 to 2016","1981","1981","15","Kerry","2","Female","Number","59278"
"E2001","Population at Each Census 1841 to 2016","1981","1981","16","Limerick","-","Both sexes","Number","161661"
"E2001","Population at Each Census 1841 to 2016","1981","1981","16","Limerick","1","Male","Number","81595"
"E2001","Population at Each Census 1841 to 2016","1981","1981","16","Limerick","2","Female","Number","80066"
"E2001","Population at Each Census 1841 to 2016","1981","1981","17","Tipperary","-","Both sexes","Number","135261"
"E2001","Population at Each Census 1841 to 2016","1981","1981","17","Tipperary","1","Male","Number","69503"
"E2001","Population at Each Census 1841 to 2016","1981","1981","17","Tipperary","2","Female","Number","65758"
"E2001","Population at Each Census 1841 to 2016","1981","1981","18","Waterford","-","Both sexes","Number","88591"
"E2001","Population at Each Census 1841 to 2016","1981","1981","18","Waterford","1","Male","Number","44513"
"E2001","Population at Each Census 1841 to 2016","1981","1981","18","Waterford","2","Female","Number","44078"
"E2001","Population at Each Census 1841 to 2016","1981","1981","19","Galway","-","Both sexes","Number","172018"
"E2001","Population at Each Census 1841 to 2016","1981","1981","19","Galway","1","Male","Number","88330"
"E2001","Population at Each Census 1841 to 2016","1981","1981","19","Galway","2","Female","Number","83688"
"E2001","Population at Each Census 1841 to 2016","1981","1981","20","Leitrim","-","Both sexes","Number","27609"
"E2001","Population at Each Census 1841 to 2016","1981","1981","20","Leitrim","1","Male","Number","14699"
"E2001","Population at Each Census 1841 to 2016","1981","1981","20","Leitrim","2","Female","Number","12910"
"E2001","Population at Each Census 1841 to 2016","1981","1981","21","Mayo","-","Both sexes","Number","114766"
"E2001","Population at Each Census 1841 to 2016","1981","1981","21","Mayo","1","Male","Number","58987"
"E2001","Population at Each Census 1841 to 2016","1981","1981","21","Mayo","2","Female","Number","55779"
"E2001","Population at Each Census 1841 to 2016","1981","1981","22","Roscommon","-","Both sexes","Number","54543"
"E2001","Population at Each Census 1841 to 2016","1981","1981","22","Roscommon","1","Male","Number","28653"
"E2001","Population at Each Census 1841 to 2016","1981","1981","22","Roscommon","2","Female","Number","25890"
"E2001","Population at Each Census 1841 to 2016","1981","1981","23","Sligo","-","Both sexes","Number","55474"
"E2001","Population at Each Census 1841 to 2016","1981","1981","23","Sligo","1","Male","Number","28183"
"E2001","Population at Each Census 1841 to 2016","1981","1981","23","Sligo","2","Female","Number","27291"
"E2001","Population at Each Census 1841 to 2016","1981","1981","24","Cavan","-","Both sexes","Number","53855"
"E2001","Population at Each Census 1841 to 2016","1981","1981","24","Cavan","1","Male","Number","28338"
"E2001","Population at Each Census 1841 to 2016","1981","1981","24","Cavan","2","Female","Number","25517"
"E2001","Population at Each Census 1841 to 2016","1981","1981","25","Donegal","-","Both sexes","Number","125112"
"E2001","Population at Each Census 1841 to 2016","1981","1981","25","Donegal","1","Male","Number","63962"
"E2001","Population at Each Census 1841 to 2016","1981","1981","25","Donegal","2","Female","Number","61150"
"E2001","Population at Each Census 1841 to 2016","1981","1981","26","Monaghan","-","Both sexes","Number","51192"
"E2001","Population at Each Census 1841 to 2016","1981","1981","26","Monaghan","1","Male","Number","26679"
"E2001","Population at Each Census 1841 to 2016","1981","1981","26","Monaghan","2","Female","Number","24513"
"E2001","Population at Each Census 1841 to 2016","1986","1986","-","State","-","Both sexes","Number","3540643"
"E2001","Population at Each Census 1841 to 2016","1986","1986","-","State","1","Male","Number","1769690"
"E2001","Population at Each Census 1841 to 2016","1986","1986","-","State","2","Female","Number","1770953"
"E2001","Population at Each Census 1841 to 2016","1986","1986","01","Carlow","-","Both sexes","Number","40988"
"E2001","Population at Each Census 1841 to 2016","1986","1986","01","Carlow","1","Male","Number","20816"
"E2001","Population at Each Census 1841 to 2016","1986","1986","01","Carlow","2","Female","Number","20172"
"E2001","Population at Each Census 1841 to 2016","1986","1986","02","Dublin","-","Both sexes","Number","1021449"
"E2001","Population at Each Census 1841 to 2016","1986","1986","02","Dublin","1","Male","Number","492279"
"E2001","Population at Each Census 1841 to 2016","1986","1986","02","Dublin","2","Female","Number","529170"
"E2001","Population at Each Census 1841 to 2016","1986","1986","03","Kildare","-","Both sexes","Number","116247"
